PaymentId,Title,PaymentPriorityId,BusinessId,IsDeposit,IsPaidToPerson,CategoryId,Price,Date,CreatedByUserId,CreatedAt,ApprovedAt
30,Parking Fee,3,12,False,False,9,19,2022-01-10 14:00:25,6,2022-02-26 14:00:53.437000000,
31,Groceries,3,13,False,False,1,39,2022-01-11 14:01:21,6,2022-02-26 14:01:28.417000000,
32,Electricity Usage,3,20,False,False,15,1258,2022-01-11 14:02:02,6,2022-02-26 14:02:13.710000000,
33,Deposit,3,17,False,True,11,17800,2022-01-17 14:05:51,6,2022-02-26 14:06:17.347000000,
34,Groceries,3,1,False,False,1,59.899999999999999,2022-01-13 14:06:46,6,2022-02-26 14:07:17.027000000,
35,Pills (Vitamins, ointment, and liver stuff),3,8,False,False,7,739.79999999999995,2022-01-13 14:08:01,6,2022-02-26 14:08:48.120000000,
36,Groceries,3,4,False,False,1,117.2,2022-01-13 14:08:55,6,2022-02-26 14:09:29.993000000,
37,Dagens, lunch,3,1,False,False,8,49.899999999999999,2022-01-14 14:10:01,6,2022-02-26 14:10:09.923000000,
38,Tack-it for sticking stuff on the wall,3,21,False,False,5,49.899999999999999,2022-01-14 14:10:20,6,2022-02-26 14:10:44.800000000,
39,Shoes, Undershirt, Training Trousers,3,22,False,False,20,1382,2022-01-15 14:12:05,6,2022-02-26 14:12:23.480000000,
40,Groceries,3,13,False,False,1,35,2022-01-16 14:12:42,6,2022-02-26 14:13:09.423000000,
41,Groceries,3,1,False,False,1,90.799999999999997,2022-01-19 14:13:26,6,2022-02-26 14:13:51.800000000,
42,January Salary,3,23,True,False,12,27870,2022-01-19 14:14:38,6,2022-02-26 14:15:09.570000000,
43,Electricity Network,3,24,False,False,15,922.70000000000005,2022-01-19 14:15:40,6,2022-02-26 14:16:00.487000000,
44,Groceries,3,4,False,False,1,197.59999999999999,2022-01-20 14:16:33,6,2022-02-26 14:16:43.963000000,
45,Groceries,3,25,False,False,1,121,2022-01-21 14:16:50,6,2022-02-26 14:17:25.123000000,
46,Bear At ProPils,3,26,False,False,13,165,2022-01-21 14:18:04,6,2022-02-26 14:18:15.453000000,
47,Groceries,3,1,False,False,1,112.40000000000001,2022-01-21 14:18:52,6,2022-02-26 14:19:01.163000000,
48,The movies ticket for Spiderman Multiverse with Rupak,3,27,False,True,13,135,2022-01-21 14:20:02,6,2022-02-26 14:20:12.083000000,
49,Lunch,3,6,False,False,8,98.5,2022-01-21 14:20:41,6,2022-02-26 14:20:58.597000000,
50,Burger King after work with Rupak,3,28,False,False,8,163,2022-01-23 14:23:02,6,2022-02-26 14:23:10.620000000,
51,Dagens, Lunch,3,1,False,False,8,49.899999999999999,2022-01-24 14:23:32,6,2022-02-26 14:24:02.337000000,
52,Curtains for the living room,3,29,False,False,5,452.89999999999998,2022-01-25 14:24:23,6,2022-02-26 14:24:34.993000000,
53,Groceries,3,6,False,False,1,389.89999999999998,2022-01-25 14:24:48,6,2022-02-26 14:24:58.907000000,
54,Curtains 2x and Pillow case,3,29,False,False,5,449.80000000000001,2022-01-26 14:25:36,6,2022-02-26 14:25:51.363000000,
55,Groceries,3,4,False,False,1,261.19999999999999,2022-01-26 14:26:24,6,2022-02-26 14:26:36.327000000,
56,Groceries,3,1,False,False,1,230.63,2022-01-28 14:26:56,6,2022-02-26 14:27:06.850000000,
57,Alexa and Smart Home Tools,3,30,False,False,4,1664,2022-01-29 14:27:46,6,2022-02-26 14:28:02.333000000,
58,Unkown,3,31,False,False,3,136,2022-01-31 14:28:35,6,2022-02-26 14:28:53.003000000,
59,Groceries,3,19,False,False,1,220.37,2022-01-31 14:29:05,6,2022-02-26 14:29:23.177000000,
60,Breakfast,3,4,False,False,8,58.100000000000001,2022-02-01 14:29:46,6,2022-02-26 14:29:58.013000000,
10039,Groceries,3,4,False,False,1,192.69999999999999,2022-02-02 16:56:21,6,2022-02-26 16:56:32.887000000,
10040,Dagens, lunch,3,1,False,False,8,49.899999999999999,2022-02-02 16:56:54,6,2022-02-26 16:57:11.183000000,
10041,Extra Data Mobile,3,3,False,False,18,79,2022-02-02 16:58:32,6,2022-02-26 16:58:38.507000000,
10042,Extra Credit For Mobile,3,3,False,False,18,50,2022-02-02 16:59:22,6,2022-02-26 16:59:27.393000000,
10043,Groceries ,3,13,False,False,1,35,2022-02-02 16:59:41,6,2022-02-26 16:59:52.887000000,
10044,Dagens, lunch,3,1,False,False,8,49.899999999999999,2022-02-03 17:00:25,6,2022-02-26 17:00:33.123000000,
10045,Taxi after gathering at work, paid back by the company,3,10022,False,False,14,206,2022-02-04 17:01:23,6,2022-02-26 17:01:36.470000000,
10046,Pizza,3,10023,False,False,8,199,2022-02-02 17:02:06,6,2022-02-26 17:02:17.787000000,
10047,New Screen, second hand from Finn,3,10024,False,True,4,1500,2022-02-04 17:03:07,6,2022-02-26 17:03:25.570000000,
10048,Two new shelves from Finn,3,10024,False,True,5,100,2022-02-05 17:04:03,6,2022-02-26 17:04:08.420000000,
10049,Electricity Usage,3,20,False,False,15,453.80000000000001,2022-02-07 17:04:00,6,2022-02-26 17:05:09.540000000,
10050,February Rent,3,17,False,True,11,8900,2022-02-14 17:05:35,6,2022-02-26 17:05:44.973000000,
10051,Kraft Narvik,3,10025,False,False,16,355.04000000000002,2022-02-05 17:06:22,6,2022-02-26 17:06:30.267000000,
10052,Lunch,3,1,False,False,8,60.399999999999999,2022-02-07 17:10:46,6,2022-02-26 17:10:56.630000000,
10053,Groceries, cheese,3,25,False,False,1,110.33,2022-02-08 17:11:24,6,2022-02-26 17:11:36.613000000,
10054,Groceries,3,1,False,False,1,345.42000000000002,2022-02-08 17:11:57,6,2022-02-26 17:12:10.567000000,
10055,Football membership fee until mid April,3,10026,False,True,16,900,2022-02-09 17:12:00,6,2022-02-26 17:13:44.953000000,
10056,Unknown,3,5,False,False,3,25,2022-02-09 17:14:00,6,2022-02-26 17:14:23.947000000,
10057,Groceries,3,1,False,False,1,73.900000000000006,2022-02-11 17:14:44,6,2022-02-26 17:14:56.320000000,
10058,Keyboard and Mouse Logitech,3,9,False,False,4,2175,2022-02-14 17:15:21,6,2022-02-26 17:15:33.050000000,
10059,Groceries,3,1,False,False,1,191.59999999999999,2022-02-14 17:15:55,6,2022-02-26 17:16:03.813000000,
10060,Payback for the Taxi from work,3,23,True,False,14,206,2022-02-14 17:16:52,6,2022-02-26 17:16:59.360000000,
10061,Groceries,3,13,False,False,1,39,2022-02-14 17:17:19,6,2022-02-26 17:17:29.303000000,
10062,Petrol,3,18,False,False,6,700.11000000000001,2022-02-16 17:18:00,6,2022-02-26 17:18:08.657000000,
10063,Groceries,3,4,False,False,1,277.89999999999998,2022-02-16 17:18:28,6,2022-02-26 17:18:35.883000000,
10064,Pizza,3,10023,False,False,8,199,2022-02-16 17:19:09,6,2022-02-26 17:19:14.653000000,
10065,Dagens, lunch,3,1,False,False,8,49.899999999999999,2022-02-18 17:19:39,6,2022-02-26 17:19:45.367000000,
10066,Groceries,3,1,False,False,1,207.16,2022-02-21 17:20:26,6,2022-02-26 17:20:36.387000000,
10067,Groceries,3,1,False,False,1,216.69999999999999,2022-02-21 17:21:14,6,2022-02-26 17:21:25.347000000,
10068,Paying for Jan's Taxi fee,3,10027,False,True,10020,192,2022-02-21 17:22:30,6,2022-02-26 17:22:35.690000000,
10069,Electricity Network,3,24,False,False,15,678.51999999999998,2022-02-22 17:23:06,6,2022-02-26 17:23:21.673000000,
10070,Extra Credit for Mobile,3,3,False,False,18,50,2022-02-22 17:23:59,6,2022-02-26 17:24:09.240000000,
10071,Groceries,2,1,False,False,1,142.00999999999999,2022-02-24 17:24:27,6,2022-02-26 17:24:36.857000000,
10072,Groceries,2,4,False,False,1,264.10000000000002,2022-02-24 17:24:54,6,2022-02-26 17:25:13.500000000,
10073,February Income,3,23,True,False,12,27948,2022-02-18 00:03:53,6,2022-02-27 00:04:11.383000000,
10074,Monthly Bank Fee,2,10028,False,False,10021,64,2022-02-28 19:59:00,6,2022-03-06 19:59:47.477000000,
10075,Groceries,2,19,False,False,1,438.43000000000001,2022-03-01 20:00:00,6,2022-03-06 20:00:43.383000000,
10076,Sushi from Sabrura,5,10029,False,False,8,259,2022-03-01 20:00:00,6,2022-03-06 20:01:27.860000000,
10077,Groceries and households,2,1,False,False,1,357.10000000000002,2022-03-04 20:01:00,6,2022-03-06 20:02:04.060000000,
10078,March Rent,1,17,False,True,11,8900,2022-03-07 12:11:00,6,2022-03-12 12:12:22.487000000,
10079,Dagens, Lunch,5,1,False,False,8,49.899999999999999,2022-03-07 12:12:00,6,2022-03-12 12:13:28.930000000,
10080,Flight Tickets to Oslo and back,2,10030,False,False,14,3598,2022-03-07 12:13:00,6,2022-03-12 12:14:42.227000000,
10081,Kraft Narvik,1,10025,False,False,16,334.97000000000003,2022-03-07 12:14:00,6,2022-03-12 12:15:54.920000000,
10082,Groceries,2,1,False,False,1,340.07999999999998,2022-03-08 12:16:00,6,2022-03-12 12:17:09,
10083,Bowl for decoration,4,10024,False,True,5,125,2022-03-08 12:17:00,6,2022-03-12 12:17:59.633000000,
10084,Credit for Mobile,2,3,False,False,18,79,2022-03-08 12:18:00,6,2022-03-12 12:18:54.270000000,
10085,Hylle (shelf) ,3,10024,False,True,5,80,2022-03-08 12:18:00,6,2022-03-12 12:19:40.207000000,
10087,Data for Mobile,2,3,False,False,18,50,2022-03-08 12:20:00,6,2022-03-12 12:20:44.230000000,
10088,Fixed sit for airplanes,4,10030,False,False,14,158,2022-03-08 12:21:00,6,2022-03-12 12:22:23.873000000,
10089,Credit for Mobile,2,3,False,False,18,50,2022-03-08 12:22:00,6,2022-03-12 12:23:02.597000000,
10090,Printing embassy receipts,3,10031,False,False,10022,40,2022-03-09 12:23:00,6,2022-03-12 12:24:58.280000000,
10091,Taxi to the airport in molde,2,10022,False,False,14,206,2022-03-09 12:32:00,6,2022-03-12 12:32:43.553000000,
10092,Passport Renewal Fee,1,10032,False,False,10023,1260,2022-03-09 12:33:00,6,2022-03-12 12:33:49.317000000,
10093,Military Exemption Fee,1,10032,False,False,10024,474,2022-03-09 12:34:00,6,2022-03-12 12:35:07.557000000,
10094,Military Exemption Fee,1,10032,False,False,10024,222,2022-03-09 12:35:00,6,2022-03-12 12:35:46.573000000,
10095,Military Exemption Fee,1,10032,False,False,10024,210,2022-03-09 12:36:00,6,2022-03-12 12:36:28.717000000,
10096,Kabab Barg with Cola Zero,5,10033,False,False,8,284,2022-03-09 12:36:00,6,2022-03-12 12:37:04.337000000,
10097,Military Exemption Fee,1,10032,False,False,10024,52,2022-03-09 12:37:00,6,2022-03-12 12:37:28.287000000,
10098,Unknown,6,31,False,False,3,150,2022-03-09 12:37:00,6,2022-03-12 12:37:53.257000000,
10099,Train from Oslo airport to the city ,1,10034,False,False,14,114,2022-03-09 12:37:00,6,2022-03-12 12:38:42.737000000,
10100,Train from Oslo to the airport,1,10034,False,False,14,114,2022-03-09 12:38:00,6,2022-03-12 12:39:16.403000000,
10101,Taxi from Molde airport to Home,2,10022,False,False,14,239,2022-03-09 12:39:00,6,2022-03-12 12:39:56.553000000,
10102,Dagnes, lunch,5,1,False,False,8,49.899999999999999,2022-03-11 12:40:00,6,2022-03-12 12:40:40.680000000,
10103,Groceries,1,11,False,False,1,443.98000000000002,2022-03-11 12:40:00,6,2022-03-12 12:44:19.217000000,
10104,Groceries,2,1,False,False,1,137.31999999999999,2022-03-11 12:44:00,6,2022-03-12 12:45:17.537000000,
10105,Elite Income,3,10035,True,False,12,113.01000000000001,2020-05-01 00:00:00,6,2022-03-12 15:35:51.283000000,
10107,UiT Financial Support,3,10037,True,False,12,20000,2020-05-01 00:00:00,6,2022-03-12 15:37:59,
10108,Cash from Iran ,3,10038,True,False,12,15000,2020-05-01 00:00:00,6,2022-03-12 15:40:49.487000000,
10109,Kafferiet Income,3,10036,True,False,12,12644,2020-08-01 00:00:00,6,2022-03-12 15:44:31.450000000,
10111,Summer job IKT Smia AS,3,10040,True,False,12,19800,2020-08-01 00:00:00,6,2022-03-12 15:45:34.373000000,
10112,UiT Student Assistant Income,3,10041,True,False,12,4955.8000000000002,2020-12-01 00:00:00,6,2022-03-12 15:53:24.203000000,
10113,Kafferiet Income,3,10036,True,False,12,7565.1499999999996,2020-12-01 00:00:00,6,2022-03-12 15:54:01.067000000,
10114,UiT Researcher Income,3,10042,True,False,12,814,2021-06-01 00:00:00,6,2022-03-12 15:58:43.270000000,
10115,Kafferiet Income,3,10036,True,False,12,7711.3800000000001,2021-06-01 00:00:00,6,2022-03-12 15:59:17.663000000,
10116,Sommerpenger From IKT Smia AS,3,10040,True,False,12,2692.8000000000002,2021-06-01 00:00:00,6,2022-03-12 16:00:10.980000000,
10117,UiT Researcher Income,3,10042,True,False,12,18744.799999999999,2021-07-01 00:00:00,6,2022-03-12 16:01:01.040000000,
10118,Kafferiet Income,3,10036,True,False,12,28107.610000000001,2021-07-01 00:00:00,6,2022-03-12 16:01:31.613000000,
10119,UiT Researcher Income,3,10042,True,False,12,10274.4,2021-08-01 00:00:00,6,2022-03-12 16:02:28.333000000,
10120,Kafferiet Income,3,10036,True,False,12,22067.380000000001,2021-08-01 00:00:00,6,2022-03-12 16:03:08.803000000,
10122,UiT Student Assistant Income,3,10041,True,False,12,1887.4000000000001,2021-11-01 00:00:00,6,2022-03-12 16:05:32.253000000,
10123,Kafferiet Income,3,10036,True,False,12,13700.42,2021-11-01 00:00:00,6,2022-03-12 16:06:02.247000000,
10124,Wise Consulting AS Income,3,23,True,False,12,11865.65,2021-11-01 00:00:00,6,2022-03-12 16:06:55.393000000,
10125,Wise Consulting AS income,3,23,True,False,12,32372.880000000001,2021-12-01 00:00:00,6,2022-03-12 16:07:32.367000000,
10126,Electricity Usage,1,20,False,False,15,292.35000000000002,2022-03-14 22:33:00,6,2022-03-16 22:34:10.477000000,
10127,Groceries,2,1,False,False,1,319.89999999999998,2022-03-15 22:34:00,6,2022-03-16 22:34:48.633000000,
10129,Groceries,2,1,False,False,1,63.899999999999999,2022-03-16 22:34:00,6,2022-03-16 22:35:30.133000000,
10130,Groceries,2,10043,False,False,1,271.80000000000001,2022-03-16 22:35:00,6,2022-03-16 22:36:26.943000000,
10131,Table lamp from Finn,4,10024,False,True,5,70,2022-03-16 22:36:00,6,2022-03-16 22:36:53.280000000,
10132,Dagens, Lunch,5,1,False,False,8,49.899999999999999,2022-03-16 22:37:00,6,2022-03-16 22:37:24.883000000,
10133,Groceries,2,4,False,False,1,115.40000000000001,2022-03-16 22:37:00,6,2022-03-16 22:37:45,
10134,Wise Consulting AS income March,1,23,True,False,12,27948,2022-03-18 11:44:00,6,2022-03-19 11:45:27.727000000,
10135,Norsk Tip, betting on EuroJackpot,5,10044,False,False,10025,25,2022-03-18 11:47:00,6,2022-03-19 11:48:31.400000000,
10136,Groceries,2,1,False,False,1,349,2022-03-18 11:48:00,6,2022-03-19 11:48:54.467000000,
10137,Electricity Network,1,24,False,False,15,620.97000000000003,2022-03-21 23:41:00,6,2022-04-02 23:42:36.747000000,
10138,Groceries,2,1,False,False,1,235.97999999999999,2022-03-22 23:42:00,6,2022-04-02 23:43:12.640000000,
10139,Groceries,2,1,False,False,1,145.22999999999999,2022-03-24 23:43:00,6,2022-04-02 23:43:37.090000000,
10140,Groceries,2,19,False,False,1,408.30000000000001,2022-03-28 23:43:00,6,2022-04-02 23:44:18.333000000,
10141,Gin,5,10045,False,False,13,307.89999999999998,2022-03-28 23:44:00,6,2022-04-02 23:45:07.663000000,
10142,Groceries,2,6,False,False,1,57.399999999999999,2022-03-28 23:45:00,6,2022-04-02 23:45:38.380000000,
10143,Dagens, lunch,5,1,False,False,8,65.400000000000006,2022-03-28 23:45:00,6,2022-04-02 23:46:10.163000000,
10144,Groceries,2,1,False,False,1,242.47,2022-03-29 23:46:00,6,2022-04-02 23:47:15.383000000,
10146,Dagens, lunch + a candy bar,5,1,False,False,8,47.399999999999999,2022-03-30 23:47:00,6,2022-04-02 23:48:23.673000000,
10147,Dagens, Lunch,5,1,False,False,8,46.5,2022-03-31 23:48:00,6,2022-04-02 23:49:16.427000000,
10148,Bank Fee,1,10028,False,False,10021,92,2022-03-31 23:49:00,6,2022-04-02 23:50:02.873000000,
10149,Petrol,2,18,False,False,6,700.10000000000002,2022-04-01 23:50:00,6,2022-04-02 23:50:49.857000000,
10151,Shampoo,2,4,False,False,1,15.800000000000001,2022-04-02 23:50:00,6,2022-04-02 23:51:26.980000000,
10152,Groceries,2,1,False,False,1,313.11000000000001,2022-04-02 23:51:00,6,2022-04-02 23:52:28.247000000,
10153,Pizza,5,10023,False,False,8,179,2022-04-02 23:52:00,6,2022-04-02 23:53:22.647000000,
10154,Tea, Nabat, Golab,3,16,False,False,1,128,2022-04-02 23:53:00,6,2022-04-02 23:53:52.643000000,
10155,Streamers' Membership Fee,3,10046,False,False,10028,300,2022-04-04 12:43:00,6,2022-04-09 12:45:01.867000000,
10156,Electricity Usage,1,20,False,False,15,292.35000000000002,2022-04-04 12:45:00,6,2022-04-09 12:45:41.617000000,
10157,Dagens, lunch,5,6,False,False,8,106.8,2022-04-04 12:45:00,6,2022-04-09 12:46:10.187000000,
10158,Groceries,2,1,False,False,1,118.55,2022-04-05 12:46:00,6,2022-04-09 12:46:29.023000000,
10159,Insurance money paid back, do not know why !,3,10047,True,False,10029,1331,2022-04-05 12:47:00,6,2022-04-09 12:48:47.747000000,
10160,Football ticket,5,10048,False,True,13,150,2022-04-06 12:48:00,6,2022-04-09 12:49:30.590000000,
10161,Rent,1,17,False,True,11,8900,2022-04-07 12:50:00,6,2022-04-09 12:50:20.240000000,
10162,Mobile Data,2,3,False,False,18,79,2022-04-07 12:50:00,6,2022-04-09 12:50:47.307000000,
10163,Mobile Credit,2,3,False,False,18,100,2022-04-07 12:50:00,6,2022-04-09 12:51:07.273000000,
10164,Little candy bar before party,5,1,False,False,1,15.5,2022-04-08 12:51:00,6,2022-04-09 12:51:43.840000000,
10165,Groceries,2,1,False,False,1,92.400000000000006,2022-04-11 23:15:00,6,2022-04-13 23:16:19.647000000,
10166,Groceries,2,19,False,False,1,305.44,2022-04-11 23:16:00,6,2022-04-13 23:16:44.203000000,
10167,Groceries,2,1,False,False,1,78,2022-04-12 23:16:00,6,2022-04-13 23:17:22.153000000,
10168,Groceries,2,19,False,False,1,226,2022-04-13 23:17:00,6,2022-04-13 23:17:47.610000000,
10169,Groceries,2,1,False,False,1,424.26999999999998,2022-04-13 23:17:00,6,2022-04-13 23:18:17.587000000,
10170,Groceries,3,16,False,False,1,107,2022-04-13 23:18:00,6,2022-04-13 23:18:41.287000000,
